exp_version,subject_num,trial_num,information,stake,decision,reaction_time,outcome,early_late
EXP1,623_SS,1,slots visible: 3,50 cents,1,2.767450992,loss,NA
EXP1,623_SS,2,slots visible: 3,50 cents,1,2.983702271,win,NA
EXP1,623_SS,3,slots visible: 0,50 cents,1,3.865988369,loss,NA
EXP1,623_SS,4,slots visible: 4,50 cents,1,2.07654276,win,NA
EXP1,623_SS,5,slots visible: 1,50 cents,0,1.117258197,win,NA
EXP1,623_SS,6,slots visible: 5,50 cents,1,1.993610171,win,NA
EXP1,623_SS,7,slots visible: 2,50 cents,0,4.137887462,win,NA
EXP1,623_SS,8,slots visible: 5,50 cents,0,1.591988169,loss,NA
EXP1,623_SS,9,slots visible: 5,50 cents,1,0.722408124,win,NA
EXP1,623_SS,10,slots visible: 5,50 cents,0,1.912790713,win,NA
EXP1,623_SS,11,slots visible: 4,50 cents,1,1.587112956,loss,NA
EXP1,623_SS,12,slots visible: 3,50 cents,1,2.157648426,loss,NA
EXP1,623_SS,13,slots visible: 3,50 cents,1,0.824162702,win,NA
EXP1,623_SS,14,slots visible: 1,50 cents,0,1.428866015,loss,NA
EXP1,623_SS,15,slots visible: 4,50 cents,1,2.222758699,loss,NA
EXP1,623_SS,16,slots visible: 4,50 cents,1,0.45100403,win,NA
EXP1,623_SS,17,slots visible: 0,50 cents,1,2.337555977,loss,NA
EXP1,623_SS,18,slots visible: 2,50 cents,1,1.271911409,loss,NA
EXP1,623_SS,19,slots visible: 1,50 cents,1,1.026131438,win,NA
EXP1,623_SS,20,slots visible: 0,50 cents,0,2.012784936,loss,NA
EXP1,623_SS,21,slots visible: 3,50 cents,0,2.514938681,win,NA
EXP1,623_SS,22,slots visible: 2,50 cents,1,1.733806007,loss,NA
EXP1,623_SS,23,slots visible: 3,50 cents,1,0.64399035,win,NA
EXP1,623_SS,24,slots visible: 0,50 cents,1,1.348099634,loss,NA
EXP1,623_SS,25,slots visible: 2,50 cents,1,0.910724209,loss,NA
EXP1,623_SS,26,slots visible: 5,50 cents,1,0.433130984,loss,NA
EXP1,623_SS,27,slots visible: 0,50 cents,1,1.251466889,win,NA
EXP1,623_SS,28,slots visible: 2,50 cents,0,1.153582571,win,NA
EXP1,623_SS,29,slots visible: 0,50 cents,0,1.716416816,loss,NA
EXP1,623_SS,30,slots visible: 5,50 cents,1,2.172485204,loss,NA
EXP1,623_SS,31,slots visible: 4,50 cents,1,1.586769271,loss,NA
EXP1,623_SS,32,slots visible: 4,50 cents,1,0.781420055,loss,NA
EXP1,623_SS,33,slots visible: 4,50 cents,1,1.639698109,win,NA
EXP1,623_SS,34,slots visible: 3,50 cents,1,1.727651654,win,NA
EXP1,623_SS,35,slots visible: 1,50 cents,1,2.094586768,win,NA
EXP1,623_SS,36,slots visible: 2,50 cents,0,2.074696776,loss,NA
EXP1,623_SS,37,slots visible: 5,50 cents,0,2.501110082,win,NA
EXP1,623_SS,38,slots visible: 2,50 cents,0,1.969695379,win,NA
EXP1,623_SS,39,slots visible: 0,50 cents,0,2.1121044,loss,NA
EXP1,623_SS,40,slots visible: 1,50 cents,1,0.91478068,win,NA
EXP1,623_SS,41,slots visible: 2,50 cents,0,2.10073115,win,NA
EXP1,623_SS,42,slots visible: 5,50 cents,1,1.697214486,loss,NA
EXP1,623_SS,43,slots visible: 0,50 cents,0,3.613977509,loss,NA
EXP1,623_SS,44,slots visible: 4,50 cents,1,1.81192379,loss,NA
EXP1,623_SS,45,slots visible: 1,50 cents,1,1.410504128,win,NA
EXP1,623_SS,46,slots visible: 0,50 cents,0,1.009082413,loss,NA
EXP1,623_SS,47,slots visible: 0,50 cents,0,1.423680841,win,NA
EXP1,623_SS,48,slots visible: 0,50 cents,0,2.259598599,loss,NA
EXP1,623_SS,49,slots visible: 0,50 cents,0,3.040016926,win,NA
EXP1,623_SS,50,slots visible: 3,50 cents,1,0.784433744,loss,NA
EXP1,623_SS,51,slots visible: 1,50 cents,1,1.395854441,win,NA
EXP1,623_SS,52,slots visible: 3,50 cents,1,0.899214599,loss,NA
EXP1,623_SS,53,slots visible: 3,50 cents,1,1.03962251,loss,NA
EXP1,623_SS,54,slots visible: 3,50 cents,0,2.047959492,loss,NA
EXP1,623_SS,55,slots visible: 2,50 cents,1,1.416277261,loss,NA
EXP1,623_SS,56,slots visible: 5,50 cents,1,0.78090013,win,NA
EXP1,623_SS,57,slots visible: 3,50 cents,1,1.185087741,loss,NA
EXP1,623_SS,58,slots visible: 4,50 cents,1,1.179358595,win,NA
EXP1,623_SS,59,slots visible: 2,50 cents,0,1.599788511,win,NA
EXP1,623_SS,60,slots visible: 2,50 cents,1,3.299348671,win,NA
EXP1,623_SS,61,slots visible: 3,50 cents,0,1.770909241,win,NA
EXP1,623_SS,62,slots visible: 2,50 cents,1,1.297182464,loss,NA
EXP1,623_SS,63,slots visible: 2,50 cents,1,0.813710831,win,NA
EXP1,623_SS,64,slots visible: 5,50 cents,1,1.763824126,loss,NA
EXP1,623_SS,65,slots visible: 4,50 cents,1,1.594754651,win,NA
EXP1,623_SS,66,slots visible: 1,50 cents,0,2.442977889,loss,NA
EXP1,623_SS,67,slots visible: 3,50 cents,1,2.227366473,loss,NA
EXP1,623_SS,68,slots visible: 5,50 cents,1,1.341517143,loss,NA
EXP1,623_SS,69,slots visible: 5,50 cents,1,0.481981357,win,NA
EXP1,623_SS,70,slots visible: 1,50 cents,1,2.114341867,win,NA
EXP1,623_SS,71,slots visible: 1,50 cents,0,2.356670333,win,NA
EXP1,623_SS,72,slots visible: 3,50 cents,1,2.231460186,loss,NA
EXP1,623_SS,73,slots visible: 0,50 cents,1,0.961856915,loss,NA
EXP1,623_SS,74,slots visible: 5,50 cents,1,1.159740735,win,NA
EXP1,623_SS,75,slots visible: 2,50 cents,1,1.306282178,win,NA
EXP1,623_SS,76,slots visible: 2,50 cents,0,1.286699508,loss,NA
EXP1,623_SS,77,slots visible: 5,50 cents,1,2.983139825,win,NA
EXP1,623_SS,78,slots visible: 5,50 cents,0,2.435417129,loss,NA
EXP1,623_SS,79,slots visible: 1,50 cents,0,1.446166938,win,NA
EXP1,623_SS,80,slots visible: 5,50 cents,1,2.220442936,win,NA
EXP1,623_SS,81,slots visible: 3,50 cents,0,0.992987903,loss,NA
EXP1,623_SS,82,slots visible: 0,50 cents,1,1.667056782,win,NA
EXP1,623_SS,83,slots visible: 3,50 cents,0,1.063541115,loss,NA
EXP1,623_SS,84,slots visible: 4,50 cents,1,0.851911685,loss,NA
EXP1,623_SS,85,slots visible: 2,50 cents,1,1.084186508,win,NA
EXP1,623_SS,86,slots visible: 1,50 cents,0,1.418457837,loss,NA
EXP1,623_SS,87,slots visible: 1,50 cents,0,2.287320017,win,NA
EXP1,623_SS,88,slots visible: 3,50 cents,0,1.629693438,win,NA
EXP1,623_SS,89,slots visible: 4,50 cents,1,0.768093201,win,NA
EXP1,623_SS,90,slots visible: 3,50 cents,0,1.13442628,win,NA
EXP1,623_SS,91,slots visible: 5,50 cents,0,1.482507734,loss,NA
EXP1,623_SS,92,slots visible: 3,50 cents,1,1.37882565,loss,NA
EXP1,623_SS,93,slots visible: 1,50 cents,1,1.081101267,win,NA
EXP1,623_SS,94,slots visible: 0,50 cents,0,1.34560851,win,NA
EXP1,623_SS,95,slots visible: 5,50 cents,1,1.38224783,win,NA
EXP1,623_SS,96,slots visible: 5,50 cents,0,2.578534046,win,NA
EXP1,623_SS,97,slots visible: 0,50 cents,1,1.785060703,win,NA
EXP1,623_SS,98,slots visible: 1,50 cents,0,2.667256775,loss,NA
EXP1,623_SS,99,slots visible: 4,50 cents,1,1.149633428,win,NA
EXP1,623_SS,100,slots visible: 5,50 cents,0,1.568305335,loss,NA
EXP1,623_SS,101,slots visible: 1,50 cents,1,2.206402908,loss,NA
EXP1,623_SS,102,slots visible: 0,50 cents,1,0.647048318,loss,NA
EXP1,623_SS,103,slots visible: 4,50 cents,1,0.87724784,win,NA
EXP1,623_SS,104,slots visible: 3,50 cents,0,1.255560016,win,NA
EXP1,623_SS,105,slots visible: 0,50 cents,1,1.035901513,loss,NA
EXP1,623_SS,106,slots visible: 5,50 cents,1,0.684375593,loss,NA
EXP1,623_SS,107,slots visible: 4,50 cents,1,0.522663952,win,NA
EXP1,623_SS,108,slots visible: 5,50 cents,1,0.706929431,win,NA
EXP1,623_SS,109,slots visible: 2,50 cents,1,1.421486188,win,NA
EXP1,623_SS,110,slots visible: 1,50 cents,0,2.209752949,loss,NA
EXP1,623_SS,111,slots visible: 5,50 cents,1,0.730143951,win,NA
EXP1,623_SS,112,slots visible: 0,50 cents,1,1.088687833,win,NA
EXP1,623_SS,113,slots visible: 4,50 cents,1,0.926889684,loss,NA
EXP1,623_SS,114,slots visible: 0,50 cents,1,0.412925166,win,NA
EXP1,623_SS,115,slots visible: 0,50 cents,0,1.875520328,win,NA
EXP1,623_SS,116,slots visible: 1,50 cents,1,0.917984685,loss,NA
EXP1,623_SS,117,slots visible: 4,50 cents,1,1.080373724,loss,NA
EXP1,623_SS,118,slots visible: 4,50 cents,1,0.682478878,win,NA
EXP1,623_SS,119,slots visible: 2,50 cents,1,0.809088395,loss,NA
EXP1,623_SS,120,slots visible: 4,50 cents,1,0.983112553,win,NA
EXP1,623_SS,121,slots visible: 1,50 cents,0,1.593840017,win,NA
EXP1,623_SS,122,slots visible: 2,50 cents,1,0.868748107,win,NA
EXP1,623_SS,123,slots visible: 5,50 cents,1,1.102709387,loss,NA
EXP1,623_SS,124,slots visible: 5,50 cents,1,0.601150345,loss,NA
EXP1,623_SS,125,slots visible: 4,50 cents,1,0.631374617,loss,NA
EXP1,623_SS,126,slots visible: 0,50 cents,1,0.46595576,loss,NA
EXP1,623_SS,127,slots visible: 0,50 cents,1,0.486352481,win,NA
EXP1,623_SS,128,slots visible: 1,50 cents,0,2.396451196,win,NA
EXP1,623_SS,129,slots visible: 2,50 cents,1,0.909131297,win,NA
EXP1,623_SS,130,slots visible: 3,50 cents,0,0.975349161,win,NA
EXP1,623_SS,131,slots visible: 5,50 cents,1,0.923883034,loss,NA
EXP1,623_SS,132,slots visible: 1,50 cents,0,2.804053656,loss,NA
EXP1,623_SS,133,slots visible: 2,50 cents,1,1.012565295,loss,NA
EXP1,623_SS,134,slots visible: 2,50 cents,1,0.898914609,win,NA
EXP1,623_SS,135,slots visible: 3,50 cents,0,1.289288577,win,NA
EXP1,623_SS,136,slots visible: 3,50 cents,0,3.289866564,win,NA
EXP1,623_SS,137,slots visible: 4,50 cents,1,0.922040569,loss,NA
EXP1,623_SS,138,slots visible: 3,50 cents,1,1.016329106,loss,NA
EXP1,623_SS,139,slots visible: 2,50 cents,1,0.716865189,loss,NA
EXP1,623_SS,140,slots visible: 0,50 cents,1,0.662886531,loss,NA
EXP1,623_SS,141,slots visible: 3,50 cents,1,0.745442005,loss,NA
EXP1,623_SS,142,slots visible: 5,50 cents,1,1.029905806,win,NA
EXP1,623_SS,143,slots visible: 4,50 cents,1,0.720201741,loss,NA
EXP1,623_SS,144,slots visible: 4,50 cents,1,0.592335666,loss,NA
EXP1,623_SS,145,slots visible: 3,50 cents,1,0.89896798,win,NA
EXP1,623_SS,146,slots visible: 2,50 cents,0,0.943286824,win,NA
EXP1,623_SS,147,slots visible: 1,50 cents,1,1.027687108,loss,NA
EXP1,623_SS,148,slots visible: 1,50 cents,1,1.59749914,loss,NA
EXP1,623_SS,149,slots visible: 1,50 cents,1,1.03856096,win,NA
EXP1,623_SS,150,slots visible: 2,50 cents,0,1.246613669,win,NA
EXP1,623_SS,151,slots visible: 0,50 cents,0,1.687185475,win,NA
EXP1,623_SS,152,slots visible: 1,50 cents,1,1.645563908,loss,NA
EXP1,623_SS,153,slots visible: 0,50 cents,0,1.787974395,win,NA
EXP1,623_SS,154,slots visible: 1,50 cents,0,2.622450263,loss,NA
EXP1,623_SS,155,slots visible: 1,50 cents,1,0.882830949,loss,NA
EXP1,623_SS,156,slots visible: 1,50 cents,1,1.059005187,win,NA
EXP1,623_SS,157,slots visible: 2,50 cents,0,1.32759324,loss,NA
EXP1,623_SS,158,slots visible: 1,50 cents,1,3.358119848,loss,NA
EXP1,623_SS,159,slots visible: 3,50 cents,1,0.846199841,loss,NA
EXP1,623_SS,160,slots visible: 5,50 cents,1,0.694613688,win,NA
EXP1,623_SS,161,slots visible: 5,50 cents,1,1.621210419,loss,NA
EXP1,623_SS,162,slots visible: 4,50 cents,1,0.74341245,loss,NA
EXP1,623_SS,163,slots visible: 0,50 cents,1,0.713893142,loss,NA
EXP1,623_SS,164,slots visible: 2,50 cents,1,1.476114679,loss,NA
EXP1,623_SS,165,slots visible: 4,50 cents,1,0.828478109,win,NA
EXP1,623_SS,166,slots visible: 5,50 cents,1,2.734715362,loss,NA
EXP1,623_SS,167,slots visible: 2,50 cents,0,1.541536966,loss,NA
EXP1,623_SS,168,slots visible: 0,50 cents,1,1.889639827,win,NA
EXP1,623_SS,169,slots visible: 4,50 cents,0,1.962288867,loss,NA
EXP1,623_SS,170,slots visible: 0,50 cents,1,1.522414106,win,NA
EXP1,623_SS,171,slots visible: 3,50 cents,0,0.984800477,win,NA
EXP1,623_SS,172,slots visible: 4,50 cents,0,2.491130044,win,NA
EXP1,623_SS,173,slots visible: 4,50 cents,1,2.321679349,loss,NA
EXP1,623_SS,174,slots visible: 2,50 cents,0,1.138066635,loss,NA
EXP1,623_SS,175,slots visible: 2,50 cents,0,2.26461809,loss,NA
EXP1,623_SS,176,slots visible: 0,50 cents,1,1.019244851,win,NA
EXP1,623_SS,177,slots visible: 3,50 cents,1,1.465288919,win,NA
EXP1,623_SS,178,slots visible: 4,50 cents,0,0.885624997,win,NA
EXP1,623_SS,179,slots visible: 4,50 cents,0,2.571921937,win,NA
EXP1,623_SS,180,slots visible: 1,50 cents,1,0.776343675,loss,NA
EXP1,624_TN,1,slots visible: 2,50 cents,0,2.447831712,win,NA
EXP1,624_TN,2,slots visible: 2,50 cents,1,1.389173399,win,NA
EXP1,624_TN,3,slots visible: 5,50 cents,1,0.701835341,loss,NA
EXP1,624_TN,4,slots visible: 1,50 cents,1,0.254116527,win,NA
EXP1,624_TN,5,slots visible: 0,50 cents,1,1.898423415,win,NA
EXP1,624_TN,6,slots visible: 4,50 cents,1,0.953114755,loss,NA
EXP1,624_TN,7,slots visible: 4,50 cents,1,0.649074119,loss,NA
EXP1,624_TN,8,slots visible: 0,50 cents,1,0.911472085,loss,NA
EXP1,624_TN,9,slots visible: 5,50 cents,1,0.74372756,win,NA
EXP1,624_TN,10,slots visible: 4,50 cents,1,0.810394011,win,NA
EXP1,624_TN,11,slots visible: 2,50 cents,1,2.592665849,loss,NA
EXP1,624_TN,12,slots visible: 2,50 cents,1,1.843112456,win,NA
EXP1,624_TN,13,slots visible: 2,50 cents,1,1.075753719,loss,NA
EXP1,624_TN,14,slots visible: 4,50 cents,1,1.068031199,loss,NA
EXP1,624_TN,15,slots visible: 4,50 cents,1,0.366324884,win,NA
EXP1,624_TN,16,slots visible: 4,50 cents,1,0.268580968,loss,NA
EXP1,624_TN,17,slots visible: 0,50 cents,1,1.855065281,win,NA
EXP1,624_TN,18,slots visible: 1,50 cents,0,1.365266281,win,NA
EXP1,624_TN,19,slots visible: 4,50 cents,1,0.507879698,win,NA
EXP1,624_TN,20,slots visible: 5,50 cents,1,0.814116128,loss,NA
EXP1,624_TN,21,slots visible: 3,50 cents,1,0.436621375,win,NA
EXP1,624_TN,22,slots visible: 4,50 cents,1,0.902798875,win,NA
EXP1,624_TN,23,slots visible: 1,50 cents,0,2.242907949,loss,NA
EXP1,624_TN,24,slots visible: 1,50 cents,1,0.947452844,loss,NA
EXP1,624_TN,25,slots visible: 3,50 cents,1,0.493617887,win,NA
EXP1,624_TN,26,slots visible: 0,50 cents,1,1.418211953,win,NA
EXP1,624_TN,27,slots visible: 2,50 cents,1,1.528403393,win,NA
EXP1,624_TN,28,slots visible: 4,50 cents,1,0.815042772,win,NA
EXP1,624_TN,29,slots visible: 1,50 cents,0,2.197152858,loss,NA
EXP1,624_TN,30,slots visible: 3,50 cents,1,0.535703352,loss,NA
EXP1,624_TN,31,slots visible: 2,50 cents,1,0.901976918,win,NA
EXP1,624_TN,32,slots visible: 2,50 cents,1,1.154490586,loss,NA
EXP1,624_TN,33,slots visible: 3,50 cents,1,0.756743973,win,NA
EXP1,624_TN,34,slots visible: 5,50 cents,1,0.807139615,loss,NA
EXP1,624_TN,35,slots visible: 3,50 cents,1,0.583200299,win,NA
EXP1,624_TN,36,slots visible: 5,50 cents,1,0.947715295,loss,NA
EXP1,624_TN,37,slots visible: 4,50 cents,1,0.984458775,win,NA
EXP1,624_TN,38,slots visible: 0,50 cents,1,2.068589531,win,NA
EXP1,624_TN,39,slots visible: 2,50 cents,1,1.423343096,win,NA
EXP1,624_TN,40,slots visible: 1,50 cents,1,2.083045761,win,NA
EXP1,624_TN,41,slots visible: 4,50 cents,1,1.011823506,win,NA
EXP1,624_TN,42,slots visible: 2,50 cents,1,1.858065437,win,NA
EXP1,624_TN,43,slots visible: 3,50 cents,1,1.214414238,loss,NA
EXP1,624_TN,44,slots visible: 1,50 cents,1,1.636790223,win,NA
EXP1,624_TN,45,slots visible: 1,50 cents,1,3.143460006,loss,NA
EXP1,624_TN,46,slots visible: 1,50 cents,1,0.707598421,loss,NA
EXP1,624_TN,47,slots visible: 5,50 cents,1,0.590040749,loss,NA
EXP1,624_TN,48,slots visible: 0,50 cents,1,0.80039183,win,NA
EXP1,624_TN,49,slots visible: 1,50 cents,0,2.961003544,win,NA
EXP1,624_TN,50,slots visible: 2,50 cents,1,0.721202197,win,NA
EXP1,624_TN,51,slots visible: 2,50 cents,1,1.115499115,loss,NA
EXP1,624_TN,52,slots visible: 5,50 cents,1,0.651959031,loss,NA
EXP1,624_TN,53,slots visible: 3,50 cents,1,0.594251113,loss,NA
EXP1,624_TN,54,slots visible: 5,50 cents,1,0.506694708,loss,NA
EXP1,624_TN,55,slots visible: 2,50 cents,1,1.238787316,loss,NA
EXP1,624_TN,56,slots visible: 0,50 cents,1,1.257301132,loss,NA
EXP1,624_TN,57,slots visible: 2,50 cents,1,1.287473066,win,NA
EXP1,624_TN,58,slots visible: 0,50 cents,1,0.894110416,loss,NA
EXP1,624_TN,59,slots visible: 5,50 cents,1,1.796467082,loss,NA
EXP1,624_TN,60,slots visible: 0,50 cents,1,1.355885479,win,NA
EXP1,624_TN,61,slots visible: 5,50 cents,1,0.813744005,loss,NA
EXP1,624_TN,62,slots visible: 3,50 cents,1,0.292264049,win,NA
EXP1,624_TN,63,slots visible: 0,50 cents,1,0.82459952,loss,NA
EXP1,624_TN,64,slots visible: 5,50 cents,1,1.130528926,win,NA
EXP1,624_TN,65,slots visible: 5,50 cents,1,0.273192487,win,NA
EXP1,624_TN,66,slots visible: 1,50 cents,1,1.465117138,win,NA
EXP1,624_TN,67,slots visible: 3,50 cents,1,0.934111225,loss,NA
EXP1,624_TN,68,slots visible: 4,50 cents,1,0.634147822,loss,NA
EXP1,624_TN,69,slots visible: 4,50 cents,1,0.618534753,loss,NA
EXP1,624_TN,70,slots visible: 0,50 cents,1,1.166710262,loss,NA
EXP1,624_TN,71,slots visible: 0,50 cents,1,0.861355023,win,NA
EXP1,624_TN,72,slots visible: 3,50 cents,1,0.721363773,win,NA
EXP1,624_TN,73,slots visible: 0,50 cents,1,1.399919534,win,NA
EXP1,624_TN,74,slots visible: 5,50 cents,1,0.592768777,win,NA
EXP1,624_TN,75,slots visible: 1,50 cents,1,0.994748921,win,NA
EXP1,624_TN,76,slots visible: 2,50 cents,1,0.837193372,win,NA
EXP1,624_TN,77,slots visible: 3,50 cents,1,1.085638604,loss,NA
EXP1,624_TN,78,slots visible: 0,50 cents,1,0.987702322,win,NA
EXP1,624_TN,79,slots visible: 5,50 cents,1,0.846108213,win,NA
EXP1,624_TN,80,slots visible: 3,50 cents,1,1.196437934,loss,NA
EXP1,624_TN,81,slots visible: 4,50 cents,1,0.742943138,loss,NA
EXP1,624_TN,82,slots visible: 2,50 cents,1,1.385044848,win,NA
EXP1,624_TN,83,slots visible: 4,50 cents,1,0.987715225,win,NA
EXP1,624_TN,84,slots visible: 1,50 cents,1,2.733885781,loss,NA
EXP1,624_TN,85,slots visible: 0,50 cents,1,1.034452383,loss,NA
EXP1,624_TN,86,slots visible: 4,50 cents,1,1.092987242,loss,NA
EXP1,624_TN,87,slots visible: 1,50 cents,1,0.813021457,win,NA
EXP1,624_TN,88,slots visible: 3,50 cents,1,1.043771605,loss,NA
EXP1,624_TN,89,slots visible: 3,50 cents,1,0.915907953,loss,NA
EXP1,624_TN,90,slots visible: 4,50 cents,1,0.934169287,loss,NA
EXP1,624_TN,91,slots visible: 3,50 cents,1,0.820418479,loss,NA
EXP1,624_TN,92,slots visible: 5,50 cents,1,0.912933602,win,NA
EXP1,624_TN,93,slots visible: 0,50 cents,1,0.723419105,loss,NA
EXP1,624_TN,94,slots visible: 0,50 cents,1,0.723675105,win,NA
EXP1,624_TN,95,slots visible: 3,50 cents,1,1.316075276,win,NA
EXP1,624_TN,96,slots visible: 1,50 cents,1,1.484626803,loss,NA
EXP1,624_TN,97,slots visible: 4,50 cents,1,1.476791384,loss,NA
EXP1,624_TN,98,slots visible: 1,50 cents,1,1.565182942,loss,NA
EXP1,624_TN,99,slots visible: 5,50 cents,1,0.747338831,loss,NA
EXP1,624_TN,100,slots visible: 3,50 cents,1,0.893977284,win,NA
EXP1,624_TN,101,slots visible: 2,50 cents,1,1.146078361,loss,NA
EXP1,624_TN,102,slots visible: 2,50 cents,1,0.98855067,loss,NA
EXP1,624_TN,103,slots visible: 4,50 cents,1,0.857200374,win,NA
EXP1,624_TN,104,slots visible: 3,50 cents,1,1.021234219,win,NA
EXP1,624_TN,105,slots visible: 3,50 cents,1,0.817746461,loss,NA
EXP1,624_TN,106,slots visible: 1,50 cents,1,1.272072597,loss,NA
EXP1,624_TN,107,slots visible: 5,50 cents,1,0.978663146,win,NA
EXP1,624_TN,108,slots visible: 2,50 cents,1,1.19882111,loss,NA
EXP1,624_TN,109,slots visible: 5,50 cents,1,0.943186763,win,NA
EXP1,624_TN,110,slots visible: 4,50 cents,1,0.563624069,loss,NA
EXP1,624_TN,111,slots visible: 2,50 cents,1,0.69184313,win,NA
EXP1,624_TN,112,slots visible: 4,50 cents,1,0.930239848,win,NA
EXP1,624_TN,113,slots visible: 0,50 cents,1,0.880721586,loss,NA
EXP1,624_TN,114,slots visible: 3,50 cents,1,0.897220831,win,NA
EXP1,624_TN,115,slots visible: 0,50 cents,1,1.11731956,win,NA
EXP1,624_TN,116,slots visible: 4,50 cents,1,0.599737959,win,NA
EXP1,624_TN,117,slots visible: 1,50 cents,1,0.83237717,loss,NA
EXP1,624_TN,118,slots visible: 4,50 cents,1,0.546361809,win,NA
EXP1,624_TN,119,slots visible: 2,50 cents,1,0.876873961,loss,NA
EXP1,624_TN,120,slots visible: 1,50 cents,1,1.046991985,loss,NA
EXP1,624_TN,121,slots visible: 1,50 cents,1,0.588618527,win,NA
EXP1,624_TN,122,slots visible: 2,50 cents,1,0.942632243,loss,NA
EXP1,624_TN,123,slots visible: 5,50 cents,1,0.515313669,loss,NA
EXP1,624_TN,124,slots visible: 0,50 cents,1,0.539312571,win,NA
EXP1,624_TN,125,slots visible: 2,50 cents,1,0.671591857,win,NA
EXP1,624_TN,126,slots visible: 2,50 cents,1,0.674178542,loss,NA
EXP1,624_TN,127,slots visible: 4,50 cents,1,0.980589744,loss,NA
EXP1,624_TN,128,slots visible: 5,50 cents,1,0.688700165,win,NA
EXP1,624_TN,129,slots visible: 3,50 cents,1,0.52705624,win,NA
EXP1,624_TN,130,slots visible: 0,50 cents,1,0.775373326,loss,NA
EXP1,624_TN,131,slots visible: 3,50 cents,1,0.629798461,win,NA
EXP1,624_TN,132,slots visible: 3,50 cents,1,1.360156544,win,NA
EXP1,624_TN,133,slots visible: 3,50 cents,1,0.960484506,win,NA
EXP1,624_TN,134,slots visible: 5,50 cents,1,1.040790216,win,NA
EXP1,624_TN,135,slots visible: 1,50 cents,1,3.025152808,loss,NA
EXP1,624_TN,136,slots visible: 5,50 cents,1,0.469629249,win,NA
EXP1,624_TN,137,slots visible: 1,50 cents,1,0.736170134,win,NA
EXP1,624_TN,138,slots visible: 5,50 cents,1,0.812518548,win,NA
EXP1,624_TN,139,slots visible: 0,50 cents,1,0.940774557,loss,NA
EXP1,624_TN,140,slots visible: 0,50 cents,1,0.865151917,loss,NA
EXP1,624_TN,141,slots visible: 4,50 cents,1,0.587484854,win,NA
EXP1,624_TN,142,slots visible: 2,50 cents,1,0.87774313,loss,NA
EXP1,624_TN,143,slots visible: 0,50 cents,1,0.97416042,win,NA
EXP1,624_TN,144,slots visible: 1,50 cents,1,1.700657096,win,NA
EXP1,624_TN,145,slots visible: 0,50 cents,0,1.984838817,loss,NA
EXP1,624_TN,146,slots visible: 5,50 cents,1,0.565331029,loss,NA
EXP1,624_TN,147,slots visible: 0,50 cents,1,1.308006144,loss,NA
EXP1,624_TN,148,slots visible: 3,50 cents,1,0.622116994,win,NA
EXP1,624_TN,149,slots visible: 2,50 cents,1,0.828309028,win,NA
EXP1,624_TN,150,slots visible: 4,50 cents,1,0.936824005,loss,NA
EXP1,624_TN,151,slots visible: 4,50 cents,1,0.8611087,win,NA
EXP1,624_TN,152,slots visible: 3,50 cents,1,0.801429905,loss,NA
EXP1,624_TN,153,slots visible: 3,50 cents,1,0.610090272,loss,NA
EXP1,624_TN,154,slots visible: 3,50 cents,1,1.040190243,loss,NA
EXP1,624_TN,155,slots visible: 1,50 cents,1,0.640506475,loss,NA
EXP1,624_TN,156,slots visible: 4,50 cents,1,0.816892248,loss,NA
EXP1,624_TN,157,slots visible: 5,50 cents,1,0.621262194,win,NA
EXP1,624_TN,158,slots visible: 2,50 cents,1,0.83380555,win,NA
EXP1,624_TN,159,slots visible: 5,50 cents,1,0.691999428,win,NA
EXP1,624_TN,160,slots visible: 5,50 cents,1,0.882293655,loss,NA
EXP1,624_TN,161,slots visible: 5,50 cents,1,0.578944189,loss,NA
EXP1,624_TN,162,slots visible: 2,50 cents,1,0.575193921,loss,NA
EXP1,624_TN,163,slots visible: 1,50 cents,1,0.725148644,win,NA
EXP1,624_TN,164,slots visible: 0,50 cents,1,0.88586094,loss,NA
EXP1,624_TN,165,slots visible: 5,50 cents,1,0.822068844,loss,NA
EXP1,624_TN,166,slots visible: 1,50 cents,1,0.722719137,win,NA
EXP1,624_TN,167,slots visible: 4,50 cents,1,0.898797005,loss,NA
EXP1,624_TN,168,slots visible: 5,50 cents,1,0.751267097,win,NA
EXP1,624_TN,169,slots visible: 4,50 cents,1,0.593618298,win,NA
EXP1,624_TN,170,slots visible: 1,50 cents,1,0.698136683,win,NA
EXP1,624_TN,171,slots visible: 0,50 cents,1,1.326171002,win,NA
EXP1,624_TN,172,slots visible: 1,50 cents,1,1.670825909,win,NA
EXP1,624_TN,173,slots visible: 3,50 cents,1,0.737277415,loss,NA
EXP1,624_TN,174,slots visible: 1,50 cents,1,0.903647223,loss,NA
EXP1,624_TN,175,slots visible: 2,50 cents,1,0.739641236,loss,NA
EXP1,624_TN,176,slots visible: 1,50 cents,1,1.424198189,loss,NA
EXP1,624_TN,177,slots visible: 2,50 cents,1,0.868369365,loss,NA
EXP1,624_TN,178,slots visible: 3,50 cents,1,1.198875653,loss,NA
EXP1,624_TN,179,slots visible: 0,50 cents,1,1.119052325,win,NA
EXP1,624_TN,180,slots visible: 0,50 cents,1,0.92761123,loss,NA
EXP1,625_ET,1,slots visible: 0,50 cents,1,2.322521609,loss,NA
EXP1,625_ET,2,slots visible: 1,50 cents,1,0.653025257,loss,NA
