subject_num,trial_num,information,stake,decision,reaction_time,outcome,early_late
624_TN,17,slots visible: 0,50 cents,1,1.855065281,win,NA
624_TN,18,slots visible: 1,50 cents,0,1.365266281,win,NA
624_TN,19,slots visible: 4,50 cents,1,0.507879698,win,NA
624_TN,20,slots visible: 5,50 cents,1,0.814116128,loss,NA
624_TN,21,slots visible: 3,50 cents,1,0.436621375,win,NA
624_TN,22,slots visible: 4,50 cents,1,0.902798875,win,NA
624_TN,23,slots visible: 1,50 cents,0,2.242907949,loss,NA
624_TN,24,slots visible: 1,50 cents,1,0.947452844,loss,NA
624_TN,25,slots visible: 3,50 cents,1,0.493617887,win,NA
624_TN,26,slots visible: 0,50 cents,1,1.418211953,win,NA
624_TN,27,slots visible: 2,50 cents,1,1.528403393,win,NA
624_TN,28,slots visible: 4,50 cents,1,0.815042772,win,NA
624_TN,29,slots visible: 1,50 cents,0,2.197152858,loss,NA
624_TN,30,slots visible: 3,50 cents,1,0.535703352,loss,NA
624_TN,31,slots visible: 2,50 cents,1,0.901976918,win,NA
624_TN,32,slots visible: 2,50 cents,1,1.154490586,loss,NA
624_TN,33,slots visible: 3,50 cents,1,0.756743973,win,NA
624_TN,34,slots visible: 5,50 cents,1,0.807139615,loss,NA
624_TN,35,slots visible: 3,50 cents,1,0.583200299,win,NA
624_TN,36,slots visible: 5,50 cents,1,0.947715295,loss,NA
624_TN,37,slots visible: 4,50 cents,1,0.984458775,win,NA
624_TN,38,slots visible: 0,50 cents,1,2.068589531,win,NA
624_TN,39,slots visible: 2,50 cents,1,1.423343096,win,NA
624_TN,40,slots visible: 1,50 cents,1,2.083045761,win,NA
624_TN,41,slots visible: 4,50 cents,1,1.011823506,win,NA
624_TN,42,slots visible: 2,50 cents,1,1.858065437,win,NA
624_TN,43,slots visible: 3,50 cents,1,1.214414238,loss,NA
624_TN,44,slots visible: 1,50 cents,1,1.636790223,win,NA
624_TN,45,slots visible: 1,50 cents,1,3.143460006,loss,NA
624_TN,46,slots visible: 1,50 cents,1,0.707598421,loss,NA
624_TN,47,slots visible: 5,50 cents,1,0.590040749,loss,NA
624_TN,48,slots visible: 0,50 cents,1,0.80039183,win,NA
624_TN,49,slots visible: 1,50 cents,0,2.961003544,win,NA
624_TN,50,slots visible: 2,50 cents,1,0.721202197,win,NA
624_TN,51,slots visible: 2,50 cents,1,1.115499115,loss,NA
624_TN,52,slots visible: 5,50 cents,1,0.651959031,loss,NA
624_TN,53,slots visible: 3,50 cents,1,0.594251113,loss,NA
624_TN,54,slots visible: 5,50 cents,1,0.506694708,loss,NA
624_TN,55,slots visible: 2,50 cents,1,1.238787316,loss,NA
624_TN,56,slots visible: 0,50 cents,1,1.257301132,loss,NA
624_TN,57,slots visible: 2,50 cents,1,1.287473066,win,NA
624_TN,58,slots visible: 0,50 cents,1,0.894110416,loss,NA
624_TN,59,slots visible: 5,50 cents,1,1.796467082,loss,NA
624_TN,60,slots visible: 0,50 cents,1,1.355885479,win,NA
624_TN,61,slots visible: 5,50 cents,1,0.813744005,loss,NA
624_TN,62,slots visible: 3,50 cents,1,0.292264049,win,NA
624_TN,63,slots visible: 0,50 cents,1,0.82459952,loss,NA
624_TN,64,slots visible: 5,50 cents,1,1.130528926,win,NA
624_TN,65,slots visible: 5,50 cents,1,0.273192487,win,NA
624_TN,66,slots visible: 1,50 cents,1,1.465117138,win,NA
624_TN,67,slots visible: 3,50 cents,1,0.934111225,loss,NA
624_TN,68,slots visible: 4,50 cents,1,0.634147822,loss,NA
624_TN,69,slots visible: 4,50 cents,1,0.618534753,loss,NA
624_TN,70,slots visible: 0,50 cents,1,1.166710262,loss,NA
624_TN,71,slots visible: 0,50 cents,1,0.861355023,win,NA
624_TN,72,slots visible: 3,50 cents,1,0.721363773,win,NA
624_TN,73,slots visible: 0,50 cents,1,1.399919534,win,NA
624_TN,74,slots visible: 5,50 cents,1,0.592768777,win,NA
624_TN,75,slots visible: 1,50 cents,1,0.994748921,win,NA
624_TN,76,slots visible: 2,50 cents,1,0.837193372,win,NA
624_TN,77,slots visible: 3,50 cents,1,1.085638604,loss,NA
624_TN,78,slots visible: 0,50 cents,1,0.987702322,win,NA
624_TN,79,slots visible: 5,50 cents,1,0.846108213,win,NA
624_TN,80,slots visible: 3,50 cents,1,1.196437934,loss,NA
624_TN,81,slots visible: 4,50 cents,1,0.742943138,loss,NA
624_TN,82,slots visible: 2,50 cents,1,1.385044848,win,NA
624_TN,83,slots visible: 4,50 cents,1,0.987715225,win,NA
624_TN,84,slots visible: 1,50 cents,1,2.733885781,loss,NA
624_TN,85,slots visible: 0,50 cents,1,1.034452383,loss,NA
624_TN,86,slots visible: 4,50 cents,1,1.092987242,loss,NA
624_TN,87,slots visible: 1,50 cents,1,0.813021457,win,NA
624_TN,88,slots visible: 3,50 cents,1,1.043771605,loss,NA
624_TN,89,slots visible: 3,50 cents,1,0.915907953,loss,NA
624_TN,90,slots visible: 4,50 cents,1,0.934169287,loss,NA
624_TN,91,slots visible: 3,50 cents,1,0.820418479,loss,NA
624_TN,92,slots visible: 5,50 cents,1,0.912933602,win,NA
624_TN,93,slots visible: 0,50 cents,1,0.723419105,loss,NA
624_TN,94,slots visible: 0,50 cents,1,0.723675105,win,NA
624_TN,95,slots visible: 3,50 cents,1,1.316075276,win,NA
624_TN,96,slots visible: 1,50 cents,1,1.484626803,loss,NA
624_TN,97,slots visible: 4,50 cents,1,1.476791384,loss,NA
624_TN,98,slots visible: 1,50 cents,1,1.565182942,loss,NA
624_TN,99,slots visible: 5,50 cents,1,0.747338831,loss,NA
624_TN,100,slots visible: 3,50 cents,1,0.893977284,win,NA
624_TN,101,slots visible: 2,50 cents,1,1.146078361,loss,NA
624_TN,102,slots visible: 2,50 cents,1,0.98855067,loss,NA
624_TN,103,slots visible: 4,50 cents,1,0.857200374,win,NA
624_TN,104,slots visible: 3,50 cents,1,1.021234219,win,NA
624_TN,105,slots visible: 3,50 cents,1,0.817746461,loss,NA
624_TN,106,slots visible: 1,50 cents,1,1.272072597,loss,NA
624_TN,107,slots visible: 5,50 cents,1,0.978663146,win,NA
624_TN,108,slots visible: 2,50 cents,1,1.19882111,loss,NA
624_TN,109,slots visible: 5,50 cents,1,0.943186763,win,NA
624_TN,110,slots visible: 4,50 cents,1,0.563624069,loss,NA
624_TN,111,slots visible: 2,50 cents,1,0.69184313,win,NA
624_TN,112,slots visible: 4,50 cents,1,0.930239848,win,NA
624_TN,113,slots visible: 0,50 cents,1,0.880721586,loss,NA
624_TN,114,slots visible: 3,50 cents,1,0.897220831,win,NA
624_TN,115,slots visible: 0,50 cents,1,1.11731956,win,NA
624_TN,116,slots visible: 4,50 cents,1,0.599737959,win,NA
624_TN,117,slots visible: 1,50 cents,1,0.83237717,loss,NA
624_TN,118,slots visible: 4,50 cents,1,0.546361809,win,NA
624_TN,119,slots visible: 2,50 cents,1,0.876873961,loss,NA
624_TN,120,slots visible: 1,50 cents,1,1.046991985,loss,NA
624_TN,121,slots visible: 1,50 cents,1,0.588618527,win,NA
624_TN,122,slots visible: 2,50 cents,1,0.942632243,loss,NA
624_TN,123,slots visible: 5,50 cents,1,0.515313669,loss,NA
624_TN,124,slots visible: 0,50 cents,1,0.539312571,win,NA
624_TN,125,slots visible: 2,50 cents,1,0.671591857,win,NA
624_TN,126,slots visible: 2,50 cents,1,0.674178542,loss,NA
624_TN,127,slots visible: 4,50 cents,1,0.980589744,loss,NA
624_TN,128,slots visible: 5,50 cents,1,0.688700165,win,NA
624_TN,129,slots visible: 3,50 cents,1,0.52705624,win,NA
624_TN,130,slots visible: 0,50 cents,1,0.775373326,loss,NA
624_TN,131,slots visible: 3,50 cents,1,0.629798461,win,NA
624_TN,132,slots visible: 3,50 cents,1,1.360156544,win,NA
624_TN,133,slots visible: 3,50 cents,1,0.960484506,win,NA
624_TN,134,slots visible: 5,50 cents,1,1.040790216,win,NA
624_TN,135,slots visible: 1,50 cents,1,3.025152808,loss,NA
624_TN,136,slots visible: 5,50 cents,1,0.469629249,win,NA
624_TN,137,slots visible: 1,50 cents,1,0.736170134,win,NA
624_TN,138,slots visible: 5,50 cents,1,0.812518548,win,NA
624_TN,139,slots visible: 0,50 cents,1,0.940774557,loss,NA
624_TN,140,slots visible: 0,50 cents,1,0.865151917,loss,NA
624_TN,141,slots visible: 4,50 cents,1,0.587484854,win,NA
624_TN,142,slots visible: 2,50 cents,1,0.87774313,loss,NA
624_TN,143,slots visible: 0,50 cents,1,0.97416042,win,NA
624_TN,144,slots visible: 1,50 cents,1,1.700657096,win,NA
624_TN,145,slots visible: 0,50 cents,0,1.984838817,loss,NA
624_TN,146,slots visible: 5,50 cents,1,0.565331029,loss,NA
624_TN,147,slots visible: 0,50 cents,1,1.308006144,loss,NA
624_TN,148,slots visible: 3,50 cents,1,0.622116994,win,NA
624_TN,149,slots visible: 2,50 cents,1,0.828309028,win,NA
624_TN,150,slots visible: 4,50 cents,1,0.936824005,loss,NA
624_TN,151,slots visible: 4,50 cents,1,0.8611087,win,NA
624_TN,152,slots visible: 3,50 cents,1,0.801429905,loss,NA
624_TN,153,slots visible: 3,50 cents,1,0.610090272,loss,NA
624_TN,154,slots visible: 3,50 cents,1,1.040190243,loss,NA
624_TN,155,slots visible: 1,50 cents,1,0.640506475,loss,NA
624_TN,156,slots visible: 4,50 cents,1,0.816892248,loss,NA
624_TN,157,slots visible: 5,50 cents,1,0.621262194,win,NA
624_TN,158,slots visible: 2,50 cents,1,0.83380555,win,NA
624_TN,159,slots visible: 5,50 cents,1,0.691999428,win,NA
624_TN,160,slots visible: 5,50 cents,1,0.882293655,loss,NA
624_TN,161,slots visible: 5,50 cents,1,0.578944189,loss,NA
624_TN,162,slots visible: 2,50 cents,1,0.575193921,loss,NA
624_TN,163,slots visible: 1,50 cents,1,0.725148644,win,NA
624_TN,164,slots visible: 0,50 cents,1,0.88586094,loss,NA
624_TN,165,slots visible: 5,50 cents,1,0.822068844,loss,NA
624_TN,166,slots visible: 1,50 cents,1,0.722719137,win,NA
624_TN,167,slots visible: 4,50 cents,1,0.898797005,loss,NA
624_TN,168,slots visible: 5,50 cents,1,0.751267097,win,NA
624_TN,169,slots visible: 4,50 cents,1,0.593618298,win,NA
624_TN,170,slots visible: 1,50 cents,1,0.698136683,win,NA
624_TN,171,slots visible: 0,50 cents,1,1.326171002,win,NA
624_TN,172,slots visible: 1,50 cents,1,1.670825909,win,NA
624_TN,173,slots visible: 3,50 cents,1,0.737277415,loss,NA
624_TN,174,slots visible: 1,50 cents,1,0.903647223,loss,NA
624_TN,175,slots visible: 2,50 cents,1,0.739641236,loss,NA
624_TN,176,slots visible: 1,50 cents,1,1.424198189,loss,NA
624_TN,177,slots visible: 2,50 cents,1,0.868369365,loss,NA
624_TN,178,slots visible: 3,50 cents,1,1.198875653,loss,NA
624_TN,179,slots visible: 0,50 cents,1,1.119052325,win,NA
624_TN,180,slots visible: 0,50 cents,1,0.92761123,loss,NA
625_ET,1,slots visible: 0,50 cents,1,2.322521609,loss,NA
625_ET,2,slots visible: 1,50 cents,1,0.653025257,loss,NA
625_ET,3,slots visible: 1,50 cents,1,0.905070618,loss,NA
625_ET,4,slots visible: 1,50 cents,1,1.141703781,win,NA
625_ET,5,slots visible: 3,50 cents,1,0.651926481,loss,NA
625_ET,6,slots visible: 2,50 cents,1,0.562344655,win,NA
625_ET,7,slots visible: 3,50 cents,0,0.322717201,win,NA
625_ET,8,slots visible: 5,50 cents,0,0.291345323,loss,NA
625_ET,9,slots visible: 0,50 cents,1,0.353425474,win,NA
625_ET,10,slots visible: 5,50 cents,1,0.755695927,loss,NA
625_ET,11,slots visible: 4,50 cents,1,0.293925263,loss,NA
625_ET,12,slots visible: 4,50 cents,1,0.378280935,loss,NA
625_ET,13,slots visible: 3,50 cents,1,0.00100318,loss,NA
625_ET,14,slots visible: 3,50 cents,1,0.001012857,win,NA
625_ET,15,slots visible: 3,50 cents,1,1.195648234,win,NA
625_ET,16,slots visible: 2,50 cents,0,0.619509782,loss,NA
625_ET,17,slots visible: 2,50 cents,1,0.928120884,win,NA
625_ET,18,slots visible: 4,50 cents,1,0.606320943,loss,NA
625_ET,19,slots visible: 2,50 cents,1,0.422921121,win,NA
625_ET,20,slots visible: 0,50 cents,1,0.915169863,loss,NA
625_ET,21,slots visible: 2,50 cents,1,0.421627339,win,NA
625_ET,22,slots visible: 0,50 cents,0,0.519849532,loss,NA
625_ET,23,slots visible: 3,50 cents,1,0.634329045,loss,NA
625_ET,24,slots visible: 1,50 cents,1,0.426540604,win,NA
625_ET,25,slots visible: 2,50 cents,0,1.127055185,win,NA
625_ET,26,slots visible: 2,50 cents,1,0.631277865,loss,NA
625_ET,27,slots visible: 1,50 cents,0,0.907700117,loss,NA
625_ET,28,slots visible: 0,50 cents,1,0.695999245,win,NA
625_ET,29,slots visible: 1,50 cents,1,0.662573208,win,NA
625_ET,30,slots visible: 3,50 cents,1,0.466703283,loss,NA
625_ET,31,slots visible: 2,50 cents,1,0.391052785,loss,NA
625_ET,32,slots visible: 5,50 cents,1,0.337391017,win,NA
625_ET,33,slots visible: 0,50 cents,1,0.733962904,loss,NA
625_ET,34,slots visible: 1,50 cents,1,0.388184587,loss,NA
625_ET,35,slots visible: 4,50 cents,1,0.472505657,win,NA
625_ET,36,slots visible: 4,50 cents,1,0.488759752,loss,NA
625_ET,37,slots visible: 0,50 cents,1,0.39918731,win,NA
625_ET,38,slots visible: 3,50 cents,0,0.511392734,win,NA
625_ET,39,slots visible: 4,50 cents,1,0.588078669,loss,NA
625_ET,40,slots visible: 1,50 cents,1,0.69616434,loss,NA
625_ET,41,slots visible: 0,50 cents,1,0.668542436,win,NA
625_ET,42,slots visible: 5,50 cents,1,1.02271421,loss,NA
625_ET,43,slots visible: 0,50 cents,1,0.339017335,loss,NA
625_ET,44,slots visible: 4,50 cents,1,0.399614856,win,NA
625_ET,45,slots visible: 3,50 cents,1,0.704227314,win,NA
625_ET,46,slots visible: 3,50 cents,1,0.628145164,loss,NA
625_ET,47,slots visible: 2,50 cents,0,0.824587497,loss,NA
625_ET,48,slots visible: 4,50 cents,1,0.389056688,win,NA
625_ET,49,slots visible: 1,50 cents,1,2.319323515,loss,NA
625_ET,50,slots visible: 1,50 cents,1,0.537561332,win,NA
625_ET,51,slots visible: 3,50 cents,0,0.686117585,win,NA
625_ET,52,slots visible: 0,50 cents,1,0.448507927,loss,NA
625_ET,53,slots visible: 2,50 cents,1,0.488899042,win,NA
625_ET,54,slots visible: 5,50 cents,1,0.697127639,win,NA
625_ET,55,slots visible: 1,50 cents,0,0.0010674,loss,NA
