exp_version,subject_num,trial_num,information,decision,mod2_linear,mod3_entropy,mod4_res_uncertainty
EXP1,638_SW,132,slots visible: 3,1,0.6,0.3915,0.25
EXP1,638_SW,133,slots visible: 3,0,0.6,0.3915,0.25
EXP1,638_SW,134,slots visible: 4,1,0.8,0.625,0.625
EXP1,638_SW,135,slots visible: 1,1,0.2,0.104,0
EXP1,638_SW,136,slots visible: 4,1,0.8,0.625,0.625
EXP1,638_SW,137,slots visible: 2,1,0.4,0.2282,0
EXP1,638_SW,138,slots visible: 0,1,0,0,0
EXP1,638_SW,139,slots visible: 3,0,0.6,0.3915,0.25
EXP1,638_SW,140,slots visible: 1,1,0.2,0.104,0
EXP1,638_SW,141,slots visible: 2,0,0.4,0.2282,0
EXP1,638_SW,142,slots visible: 3,0,0.6,0.3915,0.25
EXP1,638_SW,143,slots visible: 2,0,0.4,0.2282,0
EXP1,638_SW,144,slots visible: 2,0,0.4,0.2282,0
EXP1,638_SW,145,slots visible: 4,0,0.8,0.625,0.625
EXP1,638_SW,146,slots visible: 5,0,1,1,1
EXP1,638_SW,147,slots visible: 5,0,1,1,1
EXP1,638_SW,148,slots visible: 1,0,0.2,0.104,0
EXP1,638_SW,149,slots visible: 5,0,1,1,1
EXP1,638_SW,150,slots visible: 0,0,0,0,0
EXP1,638_SW,151,slots visible: 4,1,0.8,0.625,0.625
EXP1,638_SW,152,slots visible: 5,0,1,1,1
EXP1,638_SW,153,slots visible: 4,0,0.8,0.625,0.625
EXP1,638_SW,154,slots visible: 2,0,0.4,0.2282,0
EXP1,638_SW,155,slots visible: 0,0,0,0,0
EXP1,638_SW,156,slots visible: 3,1,0.6,0.3915,0.25
EXP1,638_SW,157,slots visible: 1,0,0.2,0.104,0
EXP1,638_SW,158,slots visible: 5,0,1,1,1
EXP1,638_SW,159,slots visible: 0,0,0,0,0
EXP1,638_SW,160,slots visible: 0,0,0,0,0
EXP1,638_SW,161,slots visible: 4,0,0.8,0.625,0.625
EXP1,638_SW,162,slots visible: 1,0,0.2,0.104,0
EXP1,638_SW,163,slots visible: 3,1,0.6,0.3915,0.25
EXP1,638_SW,164,slots visible: 5,0,1,1,1
EXP1,638_SW,165,slots visible: 3,0,0.6,0.3915,0.25
EXP1,638_SW,166,slots visible: 3,1,0.6,0.3915,0.25
EXP1,638_SW,167,slots visible: 1,1,0.2,0.104,0
EXP1,638_SW,168,slots visible: 5,0,1,1,1
EXP1,638_SW,169,slots visible: 5,0,1,1,1
EXP1,638_SW,170,slots visible: 5,0,1,1,1
EXP1,638_SW,171,slots visible: 2,0,0.4,0.2282,0
EXP1,638_SW,172,slots visible: 5,0,1,1,1
EXP1,638_SW,173,slots visible: 1,0,0.2,0.104,0
EXP1,638_SW,174,slots visible: 3,0,0.6,0.3915,0.25
EXP1,638_SW,175,slots visible: 4,1,0.8,0.625,0.625
EXP1,638_SW,176,slots visible: 4,1,0.8,0.625,0.625
EXP1,638_SW,177,slots visible: 0,1,0,0,0
EXP1,638_SW,178,slots visible: 2,1,0.4,0.2282,0
EXP1,638_SW,179,slots visible: 0,NA,0,0,0
EXP1,638_SW,180,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,1,slots visible: 5,1,1,1,1
EXP1,639_CS,2,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,3,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,4,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,5,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,6,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,7,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,8,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,9,slots visible: 5,1,1,1,1
EXP1,639_CS,10,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,11,slots visible: 5,1,1,1,1
EXP1,639_CS,12,slots visible: 3,0,0.6,0.3915,0.25
EXP1,639_CS,13,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,14,slots visible: 3,0,0.6,0.3915,0.25
EXP1,639_CS,15,slots visible: 5,1,1,1,1
EXP1,639_CS,16,slots visible: 5,1,1,1,1
EXP1,639_CS,17,slots visible: 0,1,0,0,0
EXP1,639_CS,18,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,19,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,20,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,21,slots visible: 0,1,0,0,0
EXP1,639_CS,22,slots visible: 0,1,0,0,0
EXP1,639_CS,23,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,24,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,25,slots visible: 2,NA,0.4,0.2282,0
EXP1,639_CS,26,slots visible: 5,NA,1,1,1
EXP1,639_CS,27,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,28,slots visible: 5,1,1,1,1
EXP1,639_CS,29,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,30,slots visible: 0,1,0,0,0
EXP1,639_CS,31,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,32,slots visible: 1,NA,0.2,0.104,0
EXP1,639_CS,33,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,34,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,35,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,36,slots visible: 0,1,0,0,0
EXP1,639_CS,37,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,38,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,39,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,40,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,41,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,42,slots visible: 0,1,0,0,0
EXP1,639_CS,43,slots visible: 5,NA,1,1,1
EXP1,639_CS,44,slots visible: 0,NA,0,0,0
EXP1,639_CS,45,slots visible: 5,NA,1,1,1
EXP1,639_CS,46,slots visible: 5,NA,1,1,1
EXP1,639_CS,47,slots visible: 5,NA,1,1,1
EXP1,639_CS,48,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,49,slots visible: 2,NA,0.4,0.2282,0
EXP1,639_CS,50,slots visible: 0,1,0,0,0
EXP1,639_CS,51,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,52,slots visible: 0,1,0,0,0
EXP1,639_CS,53,slots visible: 0,1,0,0,0
EXP1,639_CS,54,slots visible: 0,1,0,0,0
EXP1,639_CS,55,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,56,slots visible: 5,1,1,1,1
EXP1,639_CS,57,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,58,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,59,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,60,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,61,slots visible: 0,1,0,0,0
EXP1,639_CS,62,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,63,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,64,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,65,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,66,slots visible: 5,0,1,1,1
EXP1,639_CS,67,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,68,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,69,slots visible: 5,0,1,1,1
EXP1,639_CS,70,slots visible: 0,1,0,0,0
EXP1,639_CS,71,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,72,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,73,slots visible: 5,0,1,1,1
EXP1,639_CS,74,slots visible: 5,1,1,1,1
EXP1,639_CS,75,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,76,slots visible: 0,1,0,0,0
EXP1,639_CS,77,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,78,slots visible: 1,NA,0.2,0.104,0
EXP1,639_CS,79,slots visible: 0,1,0,0,0
EXP1,639_CS,80,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,81,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,82,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,83,slots visible: 0,1,0,0,0
EXP1,639_CS,84,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,85,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,86,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,87,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,88,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,89,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,90,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,91,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,92,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,93,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,94,slots visible: 5,0,1,1,1
EXP1,639_CS,95,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,96,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,97,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,98,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,99,slots visible: 5,1,1,1,1
EXP1,639_CS,100,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,101,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,102,slots visible: 0,1,0,0,0
EXP1,639_CS,103,slots visible: 5,0,1,1,1
EXP1,639_CS,104,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,105,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,106,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,107,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,108,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,109,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,110,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,111,slots visible: 5,0,1,1,1
EXP1,639_CS,112,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,113,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,114,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,115,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,116,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,117,slots visible: 4,0,0.8,0.625,0.625
EXP1,639_CS,118,slots visible: 0,1,0,0,0
EXP1,639_CS,119,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,120,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,121,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,122,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,123,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,124,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,125,slots visible: 5,1,1,1,1
EXP1,639_CS,126,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,127,slots visible: 3,0,0.6,0.3915,0.25
EXP1,639_CS,128,slots visible: 0,1,0,0,0
EXP1,639_CS,129,slots visible: 0,1,0,0,0
EXP1,639_CS,130,slots visible: 0,0,0,0,0
EXP1,639_CS,131,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,132,slots visible: 3,0,0.6,0.3915,0.25
EXP1,639_CS,133,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,134,slots visible: 1,1,0.2,0.104,0
EXP1,639_CS,135,slots visible: 3,0,0.6,0.3915,0.25
EXP1,639_CS,136,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,137,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,138,slots visible: 5,1,1,1,1
EXP1,639_CS,139,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,140,slots visible: 0,0,0,0,0
EXP1,639_CS,141,slots visible: 5,1,1,1,1
EXP1,639_CS,142,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,143,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,144,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,145,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,146,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,147,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,148,slots visible: 5,1,1,1,1
EXP1,639_CS,149,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,150,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,151,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,152,slots visible: 0,1,0,0,0
EXP1,639_CS,153,slots visible: 5,1,1,1,1
EXP1,639_CS,154,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,155,slots visible: 4,1,0.8,0.625,0.625
EXP1,639_CS,156,slots visible: 5,1,1,1,1
EXP1,639_CS,157,slots visible: 0,0,0,0,0
EXP1,639_CS,158,slots visible: 0,0,0,0,0
EXP1,639_CS,159,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,160,slots visible: 0,0,0,0,0
EXP1,639_CS,161,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,162,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,163,slots visible: 0,0,0,0,0
EXP1,639_CS,164,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,165,slots visible: 5,1,1,1,1
EXP1,639_CS,166,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,167,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,168,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,169,slots visible: 0,1,0,0,0
EXP1,639_CS,170,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,171,slots visible: 5,1,1,1,1
EXP1,639_CS,172,slots visible: 0,0,0,0,0
EXP1,639_CS,173,slots visible: 2,1,0.4,0.2282,0
EXP1,639_CS,174,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,175,slots visible: 2,0,0.4,0.2282,0
EXP1,639_CS,176,slots visible: 5,1,1,1,1
EXP1,639_CS,177,slots visible: 3,1,0.6,0.3915,0.25
EXP1,639_CS,178,slots visible: 1,0,0.2,0.104,0
EXP1,639_CS,179,slots visible: 0,1,0,0,0
EXP1,639_CS,180,slots visible: 5,1,1,1,1
EXP1,640_YK,1,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,2,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,3,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,4,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,5,slots visible: 0,0,0,0,0
EXP1,640_YK,6,slots visible: 3,NA,0.6,0.3915,0.25
EXP1,640_YK,7,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,8,slots visible: 0,0,0,0,0
EXP1,640_YK,9,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,10,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,11,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,12,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,13,slots visible: 0,0,0,0,0
EXP1,640_YK,14,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,15,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,16,slots visible: 5,1,1,1,1
EXP1,640_YK,17,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,18,slots visible: 0,0,0,0,0
EXP1,640_YK,19,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,20,slots visible: 0,1,0,0,0
EXP1,640_YK,21,slots visible: 5,1,1,1,1
EXP1,640_YK,22,slots visible: 0,0,0,0,0
EXP1,640_YK,23,slots visible: 5,1,1,1,1
EXP1,640_YK,24,slots visible: 5,1,1,1,1
EXP1,640_YK,25,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,26,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,27,slots visible: 5,1,1,1,1
EXP1,640_YK,28,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,29,slots visible: 0,1,0,0,0
EXP1,640_YK,30,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,31,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,32,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,33,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,34,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,35,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,36,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,37,slots visible: 0,1,0,0,0
EXP1,640_YK,38,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,39,slots visible: 0,0,0,0,0
EXP1,640_YK,40,slots visible: 5,1,1,1,1
EXP1,640_YK,41,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,42,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,43,slots visible: 5,0,1,1,1
EXP1,640_YK,44,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,45,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,46,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,47,slots visible: 5,0,1,1,1
EXP1,640_YK,48,slots visible: 5,1,1,1,1
EXP1,640_YK,49,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,50,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,51,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,52,slots visible: 5,0,1,1,1
EXP1,640_YK,53,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,54,slots visible: 0,1,0,0,0
EXP1,640_YK,55,slots visible: 0,1,0,0,0
EXP1,640_YK,56,slots visible: 5,0,1,1,1
EXP1,640_YK,57,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,58,slots visible: 5,0,1,1,1
EXP1,640_YK,59,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,60,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,61,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,62,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,63,slots visible: 5,1,1,1,1
EXP1,640_YK,64,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,65,slots visible: 5,0,1,1,1
EXP1,640_YK,66,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,67,slots visible: 0,1,0,0,0
EXP1,640_YK,68,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,69,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,70,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,71,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,72,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,73,slots visible: 0,1,0,0,0
EXP1,640_YK,74,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,75,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,76,slots visible: 5,1,1,1,1
EXP1,640_YK,77,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,78,slots visible: 0,1,0,0,0
EXP1,640_YK,79,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,80,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,81,slots visible: 0,1,0,0,0
EXP1,640_YK,82,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,83,slots visible: 5,1,1,1,1
EXP1,640_YK,84,slots visible: 0,1,0,0,0
EXP1,640_YK,85,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,86,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,87,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,88,slots visible: 0,1,0,0,0
EXP1,640_YK,89,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,90,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,91,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,92,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,93,slots visible: 0,0,0,0,0
EXP1,640_YK,94,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,95,slots visible: 5,0,1,1,1
EXP1,640_YK,96,slots visible: 0,1,0,0,0
EXP1,640_YK,97,slots visible: 5,0,1,1,1
EXP1,640_YK,98,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,99,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,100,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,101,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,102,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,103,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,104,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,105,slots visible: 5,1,1,1,1
EXP1,640_YK,106,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,107,slots visible: 5,1,1,1,1
EXP1,640_YK,108,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,109,slots visible: 0,0,0,0,0
EXP1,640_YK,110,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,111,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,112,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,113,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,114,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,115,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,116,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,117,slots visible: 0,0,0,0,0
EXP1,640_YK,118,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,119,slots visible: 0,1,0,0,0
EXP1,640_YK,120,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,121,slots visible: 5,1,1,1,1
EXP1,640_YK,122,slots visible: 0,1,0,0,0
EXP1,640_YK,123,slots visible: 0,0,0,0,0
EXP1,640_YK,124,slots visible: 5,1,1,1,1
EXP1,640_YK,125,slots visible: 5,1,1,1,1
EXP1,640_YK,126,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,127,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,128,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,129,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,130,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,131,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,132,slots visible: 0,0,0,0,0
EXP1,640_YK,133,slots visible: 0,0,0,0,0
EXP1,640_YK,134,slots visible: 5,1,1,1,1
EXP1,640_YK,135,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,136,slots visible: 0,0,0,0,0
EXP1,640_YK,137,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,138,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,139,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,140,slots visible: 0,0,0,0,0
EXP1,640_YK,141,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,142,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,143,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,144,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,145,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,146,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,147,slots visible: 3,1,0.6,0.3915,0.25
EXP1,640_YK,148,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,149,slots visible: 5,1,1,1,1
EXP1,640_YK,150,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,151,slots visible: 0,0,0,0,0
EXP1,640_YK,152,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,153,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,154,slots visible: 5,0,1,1,1
EXP1,640_YK,155,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,156,slots visible: 5,0,1,1,1
EXP1,640_YK,157,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,158,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,159,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,160,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,161,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,162,slots visible: 1,0,0.2,0.104,0
EXP1,640_YK,163,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,164,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,165,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,166,slots visible: 4,1,0.8,0.625,0.625
EXP1,640_YK,167,slots visible: 5,1,1,1,1
EXP1,640_YK,168,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,169,slots visible: 2,0,0.4,0.2282,0
EXP1,640_YK,170,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,171,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,172,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,173,slots visible: 0,1,0,0,0
EXP1,640_YK,174,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,175,slots visible: 3,0,0.6,0.3915,0.25
EXP1,640_YK,176,slots visible: 5,0,1,1,1
EXP1,640_YK,177,slots visible: 4,0,0.8,0.625,0.625
EXP1,640_YK,178,slots visible: 2,1,0.4,0.2282,0
EXP1,640_YK,179,slots visible: 1,1,0.2,0.104,0
EXP1,640_YK,180,slots visible: 5,0,1,1,1
EXP1,641_DL,1,slots visible: 5,1,1,1,1
EXP1,641_DL,2,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,3,slots visible: 5,1,1,1,1
EXP1,641_DL,4,slots visible: 4,1,0.8,0.625,0.625
EXP1,641_DL,5,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,6,slots visible: 0,1,0,0,0
EXP1,641_DL,7,slots visible: 4,1,0.8,0.625,0.625
EXP1,641_DL,8,slots visible: 3,1,0.6,0.3915,0.25
EXP1,641_DL,9,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,10,slots visible: 2,0,0.4,0.2282,0
EXP1,641_DL,11,slots visible: 5,1,1,1,1
EXP1,641_DL,12,slots visible: 3,1,0.6,0.3915,0.25
EXP1,641_DL,13,slots visible: 3,1,0.6,0.3915,0.25
EXP1,641_DL,14,slots visible: 1,1,0.2,0.104,0
EXP1,641_DL,15,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,16,slots visible: 1,1,0.2,0.104,0
EXP1,641_DL,17,slots visible: 3,1,0.6,0.3915,0.25
EXP1,641_DL,18,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,19,slots visible: 1,1,0.2,0.104,0
EXP1,641_DL,20,slots visible: 4,1,0.8,0.625,0.625
EXP1,641_DL,21,slots visible: 4,1,0.8,0.625,0.625
EXP1,641_DL,22,slots visible: 0,0,0,0,0
EXP1,641_DL,23,slots visible: 5,1,1,1,1
EXP1,641_DL,24,slots visible: 4,1,0.8,0.625,0.625
EXP1,641_DL,25,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,26,slots visible: 3,1,0.6,0.3915,0.25
EXP1,641_DL,27,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,28,slots visible: 2,1,0.4,0.2282,0
EXP1,641_DL,29,slots visible: 5,1,1,1,1
EXP1,641_DL,30,slots visible: 3,0,0.6,0.3915,0.25
