subject_num,trial_num,information,stake,decision,reaction_time,outcome,early_late
801_CL,1,slots visible: 0,30 cents,1,2.662853807,loss,late
801_CL,2,slots visible: 2,20 cents,1,2.286652165,loss,early
801_CL,3,slots visible: 2,10 cents,1,2.074726564,loss,late
801_CL,4,slots visible: 4,50 cents,1,2.482493902,loss,early
801_CL,5,slots visible: 5,20 cents,1,2.337579902,loss,early
801_CL,6,slots visible: 4,10 cents,1,1.987974931,win,late
801_CL,7,slots visible: 1,30 cents,0,2.310931033,win,late
801_CL,8,slots visible: 1,10 cents,1,2.544500408,loss,early
801_CL,9,slots visible: 3,10 cents,1,2.202980476,loss,early
801_CL,10,slots visible: 4,30 cents,1,2.531723461,win,early
801_CL,11,slots visible: 5,40 cents,1,2.440208954,win,early
801_CL,12,slots visible: 4,20 cents,0,2.694664361,loss,late
801_CL,13,slots visible: 3,10 cents,1,2.081016361,loss,late
801_CL,14,slots visible: 5,10 cents,1,1.793175677,win,early
801_CL,15,slots visible: 2,30 cents,1,2.069505936,win,early
801_CL,16,slots visible: 5,30 cents,1,2.284321459,loss,early
801_CL,17,slots visible: 5,30 cents,1,2.21849134,loss,early
801_CL,18,slots visible: 1,30 cents,0,2.703094842,loss,late
801_CL,19,slots visible: 2,40 cents,0,2.233484921,loss,late
801_CL,20,slots visible: 2,30 cents,1,2.233914524,win,early
801_CL,21,slots visible: 3,50 cents,1,2.39418045,win,early
801_CL,22,slots visible: 5,50 cents,0,2.394556682,win,early
801_CL,23,slots visible: 2,20 cents,1,2.314944374,win,late
801_CL,24,slots visible: 3,40 cents,0,2.405400856,win,late
801_CL,25,slots visible: 0,20 cents,1,2.940113063,loss,late
801_CL,26,slots visible: 4,30 cents,1,2.374236319,win,early
801_CL,27,slots visible: 2,30 cents,0,2.068591307,loss,early
801_CL,28,slots visible: 2,10 cents,1,1.777331688,win,late
801_CL,29,slots visible: 1,40 cents,0,2.297669646,win,early
801_CL,30,slots visible: 2,30 cents,1,2.104174743,loss,early
801_CL,31,slots visible: 5,40 cents,1,2.25423782,loss,early
801_CL,32,slots visible: 5,50 cents,1,2.619072433,loss,early
801_CL,33,slots visible: 1,40 cents,0,2.335268257,win,late
801_CL,34,slots visible: 4,40 cents,1,2.213491818,win,late
801_CL,35,slots visible: 0,50 cents,0,2.384217475,loss,late
801_CL,36,slots visible: 4,20 cents,1,1.994571755,win,early
801_CL,37,slots visible: 2,40 cents,0,2.094905584,loss,late
801_CL,38,slots visible: 2,10 cents,1,1.93553464,loss,early
801_CL,39,slots visible: 3,20 cents,1,2.307686578,win,early
801_CL,40,slots visible: 1,30 cents,0,2.094125554,loss,early
801_CL,41,slots visible: 3,50 cents,0,2.554568951,win,late
801_CL,42,slots visible: 4,10 cents,1,1.963030692,win,late
801_CL,43,slots visible: 4,30 cents,1,2.047404114,win,early
801_CL,44,slots visible: 0,10 cents,0,2.092047625,win,late
801_CL,45,slots visible: 5,40 cents,1,2.466278665,win,early
801_CL,46,slots visible: 3,50 cents,0,2.380773907,loss,early
801_CL,47,slots visible: 0,10 cents,1,2.305309833,win,late
801_CL,48,slots visible: 1,30 cents,0,2.299520604,win,late
801_CL,49,slots visible: 0,50 cents,0,2.383872326,win,late
801_CL,50,slots visible: 5,40 cents,1,2.324341388,loss,early
801_CL,51,slots visible: 1,30 cents,1,2.244708553,loss,early
801_CL,52,slots visible: 4,40 cents,1,2.565208148,win,late
801_CL,53,slots visible: 3,40 cents,0,2.331974244,loss,late
801_CL,54,slots visible: 4,10 cents,1,1.863908548,loss,early
801_CL,55,slots visible: 2,30 cents,1,2.576781327,win,late
801_CL,56,slots visible: 3,10 cents,1,2.038780385,win,early
801_CL,57,slots visible: 2,50 cents,0,2.113256812,loss,early
801_CL,58,slots visible: 1,20 cents,1,2.315532036,loss,late
801_CL,59,slots visible: 1,10 cents,1,2.412049877,loss,early
801_CL,60,slots visible: 1,10 cents,1,2.383799602,win,late
801_CL,61,slots visible: 2,20 cents,1,2.64761654,loss,late
801_CL,62,slots visible: 2,50 cents,0,2.205704129,win,early
801_CL,63,slots visible: 5,10 cents,1,2.086190657,loss,early
